district,disaster_type,severity,season,num_households,avg_damage_level,pct_elderly,pct_children_u5,pct_disabled,avg_household_size,total_funding
Leribe,Strong Winds,Low,Winter,37,2.49,0.11,0.16,0.06,5.5,1250500
Leribe,Drought,Low,Summer,17,1.65,0.11,0.16,0.06,5.5,135500
Mafeteng,Heavy Rainfall,Moderate,Winter,94,2.71,0.12,0.18,0.07,6.0,3371500
Mohale's Hoek,Heavy Rainfall,Low,Winter,33,2.73,0.13,0.19,0.07,6.0,1284500
Maseru,Drought,Critical,Winter,415,1.57,0.08,0.12,0.05,4.5,2458500
Mokhotlong,Drought,Moderate,Winter,114,1.65,0.17,0.24,0.1,8.0,812000
Leribe,Drought,Moderate,Winter,107,1.64,0.11,0.16,0.06,5.5,705500
Quthing,Strong Winds,Critical,Summer,482,2.58,0.14,0.2,0.08,7.0,18352000
Quthing,Heavy Rainfall,Low,Summer,48,2.73,0.14,0.2,0.08,7.0,1274500
Mokhotlong,Strong Winds,Moderate,Autumn,199,2.57,0.17,0.24,0.1,8.0,7252500
Berea,Strong Winds,Low,Summer,46,2.65,0.1,0.15,0.06,5.5,2139500
Maseru,Strong Winds,Low,Winter,50,2.66,0.08,0.12,0.05,4.5,1226000
Mokhotlong,Drought,Moderate,Winter,140,1.6,0.17,0.24,0.1,8.0,984500
Leribe,Strong Winds,Moderate,Spring,120,2.36,0.11,0.16,0.06,5.5,3851000
Qacha's Nek,Drought,Low,Autumn,25,1.56,0.15,0.22,0.09,7.0,164500
Mohale's Hoek,Strong Winds,Critical,Summer,493,2.61,0.13,0.19,0.07,6.0,18405500
Berea,Heavy Rainfall,Moderate,Summer,80,2.94,0.1,0.15,0.06,5.5,4165500
Mafeteng,Heavy Rainfall,Critical,Summer,320,2.84,0.12,0.18,0.07,6.0,13289000
Qacha's Nek,Strong Winds,Moderate,Winter,130,2.69,0.15,0.22,0.09,7.0,5335500
Qacha's Nek,Strong Winds,Low,Winter,14,2.43,0.15,0.22,0.09,7.0,499000
Mafeteng,Heavy Rainfall,Low,Spring,36,2.97,0.12,0.18,0.07,6.0,1241500
Leribe,Drought,Critical,Summer,203,1.55,0.11,0.16,0.06,5.5,1374000
Mafeteng,Drought,Low,Autumn,16,1.56,0.12,0.18,0.07,6.0,100000
Berea,Drought,Moderate,Spring,77,1.65,0.1,0.15,0.06,5.5,528500
Quthing,Drought,Moderate,Spring,88,1.65,0.14,0.2,0.08,7.0,602000
Thaba-Tseka,Heavy Rainfall,Moderate,Winter,135,2.91,0.16,0.23,0.09,7.5,5445000
Maseru,Heavy Rainfall,Critical,Autumn,494,2.82,0.08,0.12,0.05,4.5,21455000
Qacha's Nek,Heavy Rainfall,Low,Spring,30,3.07,0.15,0.22,0.09,7.0,1233000
Maseru,Drought,Moderate,Autumn,79,1.57,0.08,0.12,0.05,4.5,486500
Qacha's Nek,Strong Winds,Critical,Summer,396,2.56,0.15,0.22,0.09,7.0,14609500
Maseru,Strong Winds,Critical,Summer,255,2.6,0.08,0.12,0.05,4.5,9945500
Qacha's Nek,Strong Winds,Critical,Winter,352,2.55,0.15,0.22,0.09,7.0,11782000
Mohale's Hoek,Strong Winds,Moderate,Summer,106,2.76,0.13,0.19,0.07,6.0,4325000
Thaba-Tseka,Heavy Rainfall,Low,Winter,11,2.45,0.16,0.23,0.09,7.5,143500
Maseru,Strong Winds,Low,Autumn,48,2.29,0.08,0.12,0.05,4.5,1407500
Berea,Heavy Rainfall,Critical,Spring,274,2.91,0.1,0.15,0.06,5.5,10669500
Mohale's Hoek,Drought,Moderate,Autumn,103,1.6,0.13,0.19,0.07,6.0,672000
Quthing,Heavy Rainfall,Critical,Spring,362,2.78,0.14,0.2,0.08,7.0,14677000
Berea,Drought,Low,Winter,36,1.33,0.1,0.15,0.06,5.5,200500
Mokhotlong,Heavy Rainfall,Moderate,Summer,160,2.62,0.17,0.24,0.1,8.0,4645500
Leribe,Drought,Low,Winter,19,1.42,0.11,0.16,0.06,5.5,110500
Berea,Heavy Rainfall,Moderate,Autumn,166,2.8,0.1,0.15,0.06,5.5,6470500
Qacha's Nek,Heavy Rainfall,Low,Winter,18,3.28,0.15,0.22,0.09,7.0,1012500
Berea,Drought,Critical,Spring,345,1.63,0.1,0.15,0.06,5.5,2385500
Butha-Buthe,Heavy Rainfall,Low,Winter,30,2.77,0.14,0.19,0.08,6.5,1137000
Mokhotlong,Strong Winds,Critical,Winter,307,2.66,0.17,0.24,0.1,8.0,12116000
Maseru,Strong Winds,Low,Summer,42,2.69,0.08,0.12,0.05,4.5,1124000
Maseru,Strong Winds,Moderate,Summer,139,2.66,0.08,0.12,0.05,4.5,4575500
Leribe,Strong Winds,Critical,Summer,249,2.56,0.11,0.16,0.06,5.5,8764500
Mokhotlong,Heavy Rainfall,Moderate,Summer,179,2.8,0.17,0.24,0.1,8.0,6871500
Qacha's Nek,Strong Winds,Moderate,Spring,71,2.65,0.15,0.22,0.09,7.0,2588000
Butha-Buthe,Drought,Moderate,Winter,126,1.6,0.14,0.19,0.08,6.5,861000
Qacha's Nek,Strong Winds,Low,Autumn,18,3.06,0.15,0.22,0.09,7.0,990500
Quthing,Heavy Rainfall,Low,Summer,24,2.79,0.14,0.2,0.08,7.0,1384500
Thaba-Tseka,Strong Winds,Critical,Autumn,444,2.61,0.16,0.23,0.09,7.5,16076500
Quthing,Strong Winds,Low,Spring,16,2.56,0.14,0.2,0.08,7.0,479000
Mohale's Hoek,Drought,Critical,Autumn,221,1.57,0.13,0.19,0.07,6.0,1497000
Qacha's Nek,Strong Winds,Critical,Winter,497,2.62,0.15,0.22,0.09,7.0,18582000
Quthing,Heavy Rainfall,Critical,Spring,224,2.84,0.14,0.2,0.08,7.0,8485000
Mafeteng,Heavy Rainfall,Low,Autumn,32,2.88,0.12,0.18,0.07,6.0,1272500
Mafeteng,Drought,Low,Spring,22,1.36,0.12,0.18,0.07,6.0,137500
Qacha's Nek,Strong Winds,Moderate,Autumn,157,2.62,0.15,0.22,0.09,7.0,6318000
Butha-Buthe,Heavy Rainfall,Moderate,Winter,51,2.9,0.14,0.19,0.08,6.5,2379500
Mokhotlong,Strong Winds,Low,Autumn,42,2.43,0.17,0.24,0.1,8.0,1153500
Mokhotlong,Drought,Low,Summer,24,1.62,0.17,0.24,0.1,8.0,168500
Butha-Buthe,Drought,Moderate,Winter,105,1.67,0.14,0.19,0.08,6.5,739000
Mohale's Hoek,Heavy Rainfall,Moderate,Spring,139,2.8,0.13,0.19,0.07,6.0,6010000
Berea,Drought,Low,Spring,44,1.7,0.1,0.15,0.06,5.5,312500
Qacha's Nek,Heavy Rainfall,Moderate,Winter,200,2.82,0.15,0.22,0.09,7.0,7831000
Qacha's Nek,Heavy Rainfall,Moderate,Spring,197,2.74,0.15,0.22,0.09,7.0,7272000
Butha-Buthe,Drought,Critical,Spring,245,1.57,0.14,0.19,0.08,6.5,1689000
Qacha's Nek,Heavy Rainfall,Moderate,Spring,186,2.85,0.15,0.22,0.09,7.0,7753500
Mohale's Hoek,Heavy Rainfall,Low,Winter,34,3.0,0.13,0.19,0.07,6.0,1586000
Maseru,Drought,Moderate,Winter,99,1.62,0.08,0.12,0.05,4.5,570000
Butha-Buthe,Heavy Rainfall,Moderate,Winter,75,2.65,0.14,0.19,0.08,6.5,2446000
Qacha's Nek,Strong Winds,Critical,Spring,380,2.48,0.15,0.22,0.09,7.0,13266500
Thaba-Tseka,Heavy Rainfall,Low,Autumn,47,2.83,0.16,0.23,0.09,7.5,1900500
Mafeteng,Heavy Rainfall,Moderate,Winter,177,2.76,0.12,0.18,0.07,6.0,6320000
Maseru,Drought,Critical,Summer,374,1.6,0.08,0.12,0.05,4.5,2191500
Maseru,Heavy Rainfall,Low,Spring,19,2.32,0.08,0.12,0.05,4.5,597000
Mafeteng,Heavy Rainfall,Low,Summer,41,2.59,0.12,0.18,0.07,6.0,1637000
Mokhotlong,Strong Winds,Moderate,Autumn,114,2.6,0.17,0.24,0.1,8.0,4117500
Mohale's Hoek,Drought,Critical,Summer,478,1.6,0.13,0.19,0.07,6.0,3307000
Mafeteng,Drought,Low,Winter,48,1.5,0.12,0.18,0.07,6.0,314500
Maseru,Strong Winds,Critical,Winter,490,2.63,0.08,0.12,0.05,4.5,18923500
Butha-Buthe,Heavy Rainfall,Critical,Winter,276,2.76,0.14,0.19,0.08,6.5,9711000
Mafeteng,Drought,Low,Winter,26,1.77,0.12,0.18,0.07,6.0,193500
Mohale's Hoek,Heavy Rainfall,Critical,Spring,413,2.72,0.13,0.19,0.07,6.0,14272000
Berea,Drought,Critical,Autumn,233,1.58,0.1,0.15,0.06,5.5,1518500
Maseru,Drought,Low,Winter,37,1.49,0.08,0.12,0.05,4.5,217000
Butha-Buthe,Drought,Critical,Summer,225,1.6,0.14,0.19,0.08,6.5,1512500
Mafeteng,Strong Winds,Low,Spring,37,2.73,0.12,0.18,0.07,6.0,1256000
Thaba-Tseka,Strong Winds,Moderate,Summer,131,2.68,0.16,0.23,0.09,7.5,5434000
Mokhotlong,Strong Winds,Critical,Spring,429,2.66,0.17,0.24,0.1,8.0,17688000
Thaba-Tseka,Drought,Low,Autumn,44,1.66,0.16,0.23,0.09,7.5,303000
Quthing,Heavy Rainfall,Critical,Spring,438,2.82,0.14,0.2,0.08,7.0,16902000
Maseru,Drought,Moderate,Winter,121,1.62,0.08,0.12,0.05,4.5,753500
Mafeteng,Drought,Moderate,Autumn,169,1.51,0.12,0.18,0.07,6.0,1087500
Qacha's Nek,Heavy Rainfall,Moderate,Winter,79,2.8,0.15,0.22,0.09,7.0,2755500
Butha-Buthe,Drought,Low,Autumn,46,1.46,0.14,0.19,0.08,6.5,336000
Thaba-Tseka,Heavy Rainfall,Low,Autumn,47,2.68,0.16,0.23,0.09,7.5,1711500
Butha-Buthe,Drought,Low,Spring,43,1.47,0.14,0.19,0.08,6.5,291000
Berea,Heavy Rainfall,Low,Spring,48,2.79,0.1,0.15,0.06,5.5,1456000
Leribe,Heavy Rainfall,Critical,Summer,321,2.81,0.11,0.16,0.06,5.5,12319500
Mafeteng,Drought,Moderate,Spring,121,1.65,0.12,0.18,0.07,6.0,824500
Leribe,Drought,Low,Winter,50,1.64,0.11,0.16,0.06,5.5,321000
Mafeteng,Drought,Moderate,Spring,183,1.58,0.12,0.18,0.07,6.0,1218500
Mokhotlong,Drought,Low,Autumn,13,1.46,0.17,0.24,0.1,8.0,74500
Leribe,Strong Winds,Low,Spring,10,3.1,0.11,0.16,0.06,5.5,423000
Butha-Buthe,Heavy Rainfall,Moderate,Autumn,143,2.89,0.14,0.19,0.08,6.5,7397000
Mafeteng,Heavy Rainfall,Low,Summer,50,2.88,0.12,0.18,0.07,6.0,2313500
Mokhotlong,Strong Winds,Moderate,Autumn,167,2.54,0.17,0.24,0.1,8.0,5474000
Thaba-Tseka,Drought,Critical,Spring,415,1.63,0.16,0.23,0.09,7.5,2896500
Qacha's Nek,Strong Winds,Critical,Spring,358,2.62,0.15,0.22,0.09,7.0,13303500
Mokhotlong,Strong Winds,Moderate,Spring,174,2.54,0.17,0.24,0.1,8.0,6455000
Mohale's Hoek,Drought,Moderate,Winter,98,1.64,0.13,0.19,0.07,6.0,656500
Mafeteng,Strong Winds,Moderate,Summer,189,2.63,0.12,0.18,0.07,6.0,6984500
Berea,Heavy Rainfall,Critical,Summer,396,2.77,0.1,0.15,0.06,5.5,14822000
Mokhotlong,Heavy Rainfall,Moderate,Winter,135,2.68,0.17,0.24,0.1,8.0,3837000
Butha-Buthe,Strong Winds,Critical,Summer,343,2.61,0.14,0.19,0.08,6.5,14102000
Qacha's Nek,Strong Winds,Moderate,Summer,196,2.6,0.15,0.22,0.09,7.0,7823500
Qacha's Nek,Drought,Moderate,Spring,191,1.55,0.15,0.22,0.09,7.0,1303000
Thaba-Tseka,Drought,Low,Autumn,11,1.91,0.16,0.23,0.09,7.5,85500
Butha-Buthe,Strong Winds,Low,Winter,13,2.69,0.14,0.19,0.08,6.5,565000
Qacha's Nek,Strong Winds,Moderate,Spring,187,2.54,0.15,0.22,0.09,7.0,7094000
Mohale's Hoek,Heavy Rainfall,Critical,Summer,458,2.83,0.13,0.19,0.07,6.0,18327000
Quthing,Strong Winds,Critical,Summer,383,2.55,0.14,0.2,0.08,7.0,15294500
Maseru,Drought,Low,Autumn,46,1.61,0.08,0.12,0.05,4.5,291000
Berea,Heavy Rainfall,Moderate,Winter,185,2.94,0.1,0.15,0.06,5.5,7252500
Mohale's Hoek,Heavy Rainfall,Critical,Spring,397,2.84,0.13,0.19,0.07,6.0,15983000
Berea,Strong Winds,Critical,Summer,351,2.61,0.1,0.15,0.06,5.5,14087000
Quthing,Heavy Rainfall,Critical,Winter,482,2.74,0.14,0.2,0.08,7.0,17100500
Quthing,Strong Winds,Low,Summer,48,2.75,0.14,0.2,0.08,7.0,2285000
Butha-Buthe,Heavy Rainfall,Moderate,Winter,162,2.75,0.14,0.19,0.08,6.5,6310000
Mokhotlong,Drought,Low,Summer,43,1.4,0.17,0.24,0.1,8.0,283000
Maseru,Strong Winds,Low,Summer,15,2.93,0.08,0.12,0.05,4.5,695000
Berea,Heavy Rainfall,Low,Winter,27,2.74,0.1,0.15,0.06,5.5,924500
Mohale's Hoek,Drought,Moderate,Spring,70,1.6,0.13,0.19,0.07,6.0,462000
Leribe,Drought,Low,Spring,20,1.8,0.11,0.16,0.06,5.5,144000
Mafeteng,Strong Winds,Moderate,Winter,61,2.72,0.12,0.18,0.07,6.0,2522500
Mafeteng,Drought,Moderate,Winter,122,1.64,0.12,0.18,0.07,6.0,822000
Leribe,Drought,Moderate,Spring,87,1.62,0.11,0.16,0.06,5.5,584500
Berea,Strong Winds,Moderate,Winter,105,2.57,0.1,0.15,0.06,5.5,3594500
Butha-Buthe,Heavy Rainfall,Moderate,Winter,150,2.78,0.14,0.19,0.08,6.5,5842000
Leribe,Strong Winds,Low,Summer,43,2.77,0.11,0.16,0.06,5.5,1957500
Maseru,Drought,Moderate,Winter,55,1.51,0.08,0.12,0.05,4.5,347000
Maseru,Strong Winds,Low,Winter,49,2.78,0.08,0.12,0.05,4.5,2147500
Thaba-Tseka,Drought,Critical,Summer,296,1.6,0.16,0.23,0.09,7.5,2074500
Leribe,Heavy Rainfall,Critical,Winter,339,2.77,0.11,0.16,0.06,5.5,12670000
Berea,Heavy Rainfall,Moderate,Summer,173,2.79,0.1,0.15,0.06,5.5,7445000
Thaba-Tseka,Heavy Rainfall,Critical,Autumn,284,2.8,0.16,0.23,0.09,7.5,11803000
Mohale's Hoek,Drought,Moderate,Autumn,137,1.68,0.13,0.19,0.07,6.0,912500
Quthing,Drought,Moderate,Winter,195,1.62,0.14,0.2,0.08,7.0,1318500
Qacha's Nek,Strong Winds,Moderate,Autumn,157,2.63,0.15,0.22,0.09,7.0,6761500
Mohale's Hoek,Heavy Rainfall,Moderate,Autumn,113,2.63,0.13,0.19,0.07,6.0,3046500
Leribe,Heavy Rainfall,Moderate,Winter,85,2.75,0.11,0.16,0.06,5.5,3053500
Leribe,Drought,Moderate,Summer,162,1.57,0.11,0.16,0.06,5.5,1079500
Leribe,Drought,Critical,Winter,303,1.57,0.11,0.16,0.06,5.5,1947000
Leribe,Heavy Rainfall,Moderate,Spring,74,3.0,0.11,0.16,0.06,5.5,3823500
Quthing,Heavy Rainfall,Low,Winter,22,2.86,0.14,0.2,0.08,7.0,974000
Quthing,Strong Winds,Moderate,Summer,121,2.55,0.14,0.2,0.08,7.0,4385000
Mohale's Hoek,Drought,Moderate,Autumn,119,1.78,0.13,0.19,0.07,6.0,793500
Mohale's Hoek,Drought,Moderate,Autumn,79,1.62,0.13,0.19,0.07,6.0,518000
Butha-Buthe,Heavy Rainfall,Low,Autumn,14,2.0,0.14,0.19,0.08,6.5,241500
Thaba-Tseka,Heavy Rainfall,Low,Spring,30,2.7,0.16,0.23,0.09,7.5,1127500
Mafeteng,Drought,Low,Autumn,41,1.56,0.12,0.18,0.07,6.0,298000
Berea,Drought,Low,Summer,35,1.49,0.1,0.15,0.06,5.5,214000
Berea,Drought,Moderate,Summer,175,1.65,0.1,0.15,0.06,5.5,1173000
Mohale's Hoek,Strong Winds,Low,Summer,48,2.44,0.13,0.19,0.07,6.0,1632000
Leribe,Drought,Low,Spring,33,1.67,0.11,0.16,0.06,5.5,215000
Mokhotlong,Drought,Low,Summer,50,1.62,0.17,0.24,0.1,8.0,349000
Thaba-Tseka,Strong Winds,Critical,Autumn,435,2.63,0.16,0.23,0.09,7.5,15428000
Qacha's Nek,Strong Winds,Critical,Summer,238,2.68,0.15,0.22,0.09,7.0,9398000
Quthing,Heavy Rainfall,Low,Spring,38,2.89,0.14,0.2,0.08,7.0,1857500
Quthing,Drought,Critical,Autumn,205,1.6,0.14,0.2,0.08,7.0,1408000
Mohale's Hoek,Strong Winds,Critical,Summer,371,2.6,0.13,0.19,0.07,6.0,15137500
Berea,Heavy Rainfall,Critical,Summer,316,2.85,0.1,0.15,0.06,5.5,12548500
Berea,Strong Winds,Moderate,Autumn,125,2.58,0.1,0.15,0.06,5.5,3852000
Mokhotlong,Strong Winds,Low,Winter,47,2.74,0.17,0.24,0.1,8.0,2236000
Qacha's Nek,Strong Winds,Low,Winter,34,2.62,0.15,0.22,0.09,7.0,1477500
Mafeteng,Heavy Rainfall,Moderate,Spring,151,2.75,0.12,0.18,0.07,6.0,5312500
Qacha's Nek,Strong Winds,Moderate,Spring,106,2.61,0.15,0.22,0.09,7.0,4288000
Maseru,Drought,Critical,Winter,235,1.56,0.08,0.12,0.05,4.5,1437500
Quthing,Strong Winds,Critical,Summer,416,2.67,0.14,0.2,0.08,7.0,16233500
Berea,Heavy Rainfall,Low,Winter,50,2.84,0.1,0.15,0.06,5.5,2300500
Berea,Strong Winds,Moderate,Autumn,69,2.51,0.1,0.15,0.06,5.5,2461000
Mokhotlong,Drought,Critical,Winter,263,1.6,0.17,0.24,0.1,8.0,1834500
Berea,Heavy Rainfall,Low,Summer,42,2.76,0.1,0.15,0.06,5.5,1570000
Butha-Buthe,Drought,Critical,Spring,391,1.58,0.14,0.19,0.08,6.5,2659000
Thaba-Tseka,Drought,Moderate,Autumn,122,1.67,0.16,0.23,0.09,7.5,879500
Qacha's Nek,Strong Winds,Critical,Spring,412,2.57,0.15,0.22,0.09,7.0,15381500
Quthing,Drought,Low,Winter,50,1.56,0.14,0.2,0.08,7.0,326500
Mokhotlong,Strong Winds,Low,Spring,43,2.35,0.17,0.24,0.1,8.0,1219000
Mohale's Hoek,Heavy Rainfall,Moderate,Autumn,68,2.78,0.13,0.19,0.07,6.0,1938000
Mohale's Hoek,Heavy Rainfall,Low,Spring,10,2.7,0.13,0.19,0.07,6.0,472000
Mohale's Hoek,Drought,Low,Winter,24,1.71,0.13,0.19,0.07,6.0,170500
Thaba-Tseka,Drought,Critical,Autumn,267,1.64,0.16,0.23,0.09,7.5,1942000
Qacha's Nek,Heavy Rainfall,Critical,Autumn,205,2.81,0.15,0.22,0.09,7.0,8376500
Quthing,Strong Winds,Critical,Spring,385,2.57,0.14,0.2,0.08,7.0,13752500
Quthing,Drought,Critical,Summer,474,1.59,0.14,0.2,0.08,7.0,3255500
Leribe,Heavy Rainfall,Moderate,Winter,87,2.69,0.11,0.16,0.06,5.5,2897500
Butha-Buthe,Strong Winds,Low,Summer,26,2.65,0.14,0.19,0.08,6.5,567500
Thaba-Tseka,Heavy Rainfall,Low,Spring,37,2.81,0.16,0.23,0.09,7.5,1387000
Berea,Heavy Rainfall,Low,Autumn,39,2.77,0.1,0.15,0.06,5.5,1312000
Maseru,Strong Winds,Low,Spring,44,2.59,0.08,0.12,0.05,4.5,1588000
Qacha's Nek,Strong Winds,Critical,Winter,401,2.6,0.15,0.22,0.09,7.0,15090500
Qacha's Nek,Drought,Moderate,Spring,79,1.57,0.15,0.22,0.09,7.0,548000
Butha-Buthe,Heavy Rainfall,Critical,Summer,225,2.89,0.14,0.19,0.08,6.5,9193500
Berea,Drought,Low,Autumn,49,1.55,0.1,0.15,0.06,5.5,318000
Mohale's Hoek,Heavy Rainfall,Moderate,Autumn,112,2.81,0.13,0.19,0.07,6.0,4240000
Leribe,Heavy Rainfall,Critical,Winter,316,2.88,0.11,0.16,0.06,5.5,13095000
Leribe,Strong Winds,Low,Winter,32,2.56,0.11,0.16,0.06,5.5,1354500
Leribe,Drought,Low,Winter,31,1.77,0.11,0.16,0.06,5.5,203500
Thaba-Tseka,Heavy Rainfall,Moderate,Spring,116,2.77,0.16,0.23,0.09,7.5,4760500
Thaba-Tseka,Heavy Rainfall,Critical,Winter,453,2.86,0.16,0.23,0.09,7.5,18741500
Maseru,Drought,Low,Winter,25,1.36,0.08,0.12,0.05,4.5,150000
Mokhotlong,Drought,Critical,Spring,420,1.58,0.17,0.24,0.1,8.0,2872500
Quthing,Heavy Rainfall,Critical,Winter,254,2.79,0.14,0.2,0.08,7.0,10154000
Thaba-Tseka,Strong Winds,Low,Spring,23,2.87,0.16,0.23,0.09,7.5,745000
Mohale's Hoek,Heavy Rainfall,Low,Spring,39,2.64,0.13,0.19,0.07,6.0,926000
Mokhotlong,Strong Winds,Low,Spring,33,2.55,0.17,0.24,0.1,8.0,1093500
Mohale's Hoek,Drought,Low,Summer,13,1.54,0.13,0.19,0.07,6.0,99000
Qacha's Nek,Heavy Rainfall,Low,Autumn,18,3.06,0.15,0.22,0.09,7.0,741500
Maseru,Strong Winds,Low,Spring,49,2.51,0.08,0.12,0.05,4.5,1459500
Quthing,Strong Winds,Low,Autumn,49,2.55,0.14,0.2,0.08,7.0,1428500
Qacha's Nek,Heavy Rainfall,Critical,Summer,333,2.85,0.15,0.22,0.09,7.0,14159000
Quthing,Heavy Rainfall,Critical,Summer,430,2.81,0.14,0.2,0.08,7.0,17351500
Thaba-Tseka,Drought,Critical,Winter,282,1.5,0.16,0.23,0.09,7.5,1925500
Mohale's Hoek,Heavy Rainfall,Low,Autumn,13,2.92,0.13,0.19,0.07,6.0,273000
Qacha's Nek,Strong Winds,Moderate,Autumn,168,2.53,0.15,0.22,0.09,7.0,5860500
Qacha's Nek,Drought,Low,Spring,10,1.4,0.15,0.22,0.09,7.0,78000
Maseru,Heavy Rainfall,Critical,Spring,256,2.82,0.08,0.12,0.05,4.5,10509000
Butha-Buthe,Drought,Critical,Summer,347,1.63,0.14,0.19,0.08,6.5,2365000
Mohale's Hoek,Strong Winds,Low,Spring,15,2.87,0.13,0.19,0.07,6.0,659500
Mokhotlong,Strong Winds,Low,Winter,22,2.64,0.17,0.24,0.1,8.0,1039500
Quthing,Heavy Rainfall,Moderate,Winter,146,2.82,0.14,0.2,0.08,7.0,6095000
Qacha's Nek,Drought,Critical,Summer,299,1.59,0.15,0.22,0.09,7.0,2074000
Mafeteng,Drought,Critical,Winter,494,1.59,0.12,0.18,0.07,6.0,3380000
Leribe,Strong Winds,Critical,Winter,395,2.65,0.11,0.16,0.06,5.5,16433000
Berea,Strong Winds,Moderate,Autumn,140,2.56,0.1,0.15,0.06,5.5,5103500
Leribe,Drought,Moderate,Winter,60,1.55,0.11,0.16,0.06,5.5,389500
Qacha's Nek,Strong Winds,Critical,Autumn,487,2.66,0.15,0.22,0.09,7.0,18299500
Qacha's Nek,Heavy Rainfall,Low,Summer,18,2.28,0.15,0.22,0.09,7.0,550500
Leribe,Heavy Rainfall,Critical,Winter,201,2.88,0.11,0.16,0.06,5.5,8275000
Butha-Buthe,Drought,Critical,Summer,265,1.59,0.14,0.19,0.08,6.5,1831500
Mohale's Hoek,Drought,Moderate,Summer,100,1.64,0.13,0.19,0.07,6.0,695000
Maseru,Heavy Rainfall,Critical,Summer,373,2.83,0.08,0.12,0.05,4.5,13610000
Maseru,Drought,Low,Winter,46,1.67,0.08,0.12,0.05,4.5,306000
Mokhotlong,Strong Winds,Low,Spring,28,2.61,0.17,0.24,0.1,8.0,1032000
Mohale's Hoek,Heavy Rainfall,Critical,Spring,246,2.73,0.13,0.19,0.07,6.0,8855500
Butha-Buthe,Drought,Critical,Winter,451,1.59,0.14,0.19,0.08,6.5,3072000
Qacha's Nek,Strong Winds,Low,Winter,16,2.62,0.15,0.22,0.09,7.0,823000
Qacha's Nek,Heavy Rainfall,Moderate,Summer,96,2.83,0.15,0.22,0.09,7.0,3696500
Thaba-Tseka,Strong Winds,Critical,Autumn,203,2.7,0.16,0.23,0.09,7.5,8552000
Mohale's Hoek,Strong Winds,Critical,Autumn,403,2.66,0.13,0.19,0.07,6.0,16225000
Maseru,Strong Winds,Critical,Summer,269,2.64,0.08,0.12,0.05,4.5,9876000
Mokhotlong,Heavy Rainfall,Critical,Autumn,464,2.84,0.17,0.24,0.1,8.0,19432000
Butha-Buthe,Drought,Moderate,Summer,97,1.54,0.14,0.19,0.08,6.5,666500
Maseru,Heavy Rainfall,Moderate,Winter,92,2.71,0.08,0.12,0.05,4.5,3639500
Maseru,Heavy Rainfall,Low,Summer,28,2.57,0.08,0.12,0.05,4.5,991500
Quthing,Heavy Rainfall,Critical,Summer,362,2.84,0.14,0.2,0.08,7.0,13599000
Quthing,Drought,Critical,Summer,226,1.65,0.14,0.2,0.08,7.0,1556000
Butha-Buthe,Strong Winds,Low,Autumn,20,2.6,0.14,0.19,0.08,6.5,943500
Mafeteng,Strong Winds,Moderate,Summer,126,2.63,0.12,0.18,0.07,6.0,4423500
Maseru,Strong Winds,Moderate,Spring,145,2.5,0.08,0.12,0.05,4.5,4606500
Berea,Drought,Critical,Winter,480,1.56,0.1,0.15,0.06,5.5,3121000
